Rock_Type,Ore_Grade,Tonnage,Ore_Value,Mining_Cost,Processing_Cost,Waste_Flag,Profit
Hematite,57.84,1538,308.04,38,33,0,364567.52
Magnetite,61.94,2922,296.56,51,20,0,659086.32
Waste,0,1616,0,33,26,1,-95344
Magnetite,53.06,2101,267.95,46,34,0,394882.95
Waste,0,1146,0,53,32,1,-97410
Magnetite,64.4,1147,342.99,69,21,0,290179.53
Hematite,53.21,2508,286.76,56,20,0,528586.08
Magnetite,51.07,1243,339.45,68,22,0,310066.35
Magnetite,56.41,2918,335.1,49,22,0,770643.8
Hematite,62.51,1874,329.89,55,38,0,443931.86
Waste,0,1686,0,45,23,1,-114648
Hematite,63.83,2917,283.18,31,37,0,627680.06
Hematite,50.69,2334,250.69,45,38,0,391388.46
Hematite,50.74,1395,330.37,67,23,0,335316.15
Waste,0,2289,0,36,24,1,-137340
Magnetite,51.09,2070,322.5,33,29,0,539235
Hematite,63.96,2494,338.8,58,21,0,647941.2
Waste,0,2230,0,61,33,1,-209620
Magnetite,52.53,1830,263.83,58,26,0,329088.9
Waste,0,2461,0,35,28,1,-155043
Hematite,63.85,2163,270.68,47,34,0,410277.84
Magnetite,58.17,1904,337.17,51,36,0,476323.68
Hematite,56.34,1662,280.31,53,36,0,317957.22
Hematite,59.54,2244,329.01,48,24,0,576730.44
Hematite,52.95,2678,343.73,36,36,0,727692.94
Magnetite,64.99,2952,349.02,32,35,0,832523.04
Magnetite,59.82,2192,318.04,64,22,0,508631.68
Hematite,57.44,2650,260.11,31,34,0,517041.5
Waste,0,2425,0,38,33,1,-172175
Waste,0,1148,0,32,25,1,-65436
Magnetite,62.32,1089,294.46,43,22,0,249881.94
Magnetite,55.36,2692,293.49,59,39,0,526259.08
Waste,0,1026,0,49,28,1,-79002
Hematite,56.29,2591,304.92,30,33,0,626814.72
Waste,0,1677,0,55,31,1,-144222
Hematite,55.53,1397,334.14,48,34,0,352239.58
Waste,0,2862,0,61,38,1,-283338
Waste,0,1315,0,41,28,1,-90735
Magnetite,51.53,2275,332.89,58,39,0,536649.75
Magnetite,57.61,2663,255.26,34,34,0,498673.38
Waste,0,2205,0,42,20,1,-136710
Waste,0,1805,0,55,27,1,-148010
Magnetite,52.09,1088,314.05,40,22,0,274230.4
Hematite,56.04,1806,344.54,42,31,0,490401.24
Magnetite,54.82,1771,308.5,33,29,0,436551.5
Magnetite,60.69,1386,307.14,60,20,0,314816.04
Waste,0,2469,0,36,35,1,-175299
Magnetite,51.76,1917,285.68,59,39,0,359782.56
Hematite,56.77,2217,293.01,66,24,0,450073.17
Waste,0,1300,0,59,21,1,-104000
Hematite,61.37,1563,259.57,67,22,0,266600.91
Hematite,58.3,2005,265.55,40,28,0,396087.75
Waste,0,1637,0,53,38,1,-148967
Magnetite,59.94,2621,311.52,49,23,0,627781.92
Hematite,62.44,1913,256.69,33,27,0,376267.97
Hematite,55.18,2247,318.63,43,28,0,556424.61
Hematite,62.89,1571,338.47,46,39,0,398201.37
Hematite,62.37,2369,328.72,56,32,0,570265.68
Hematite,60.14,1572,339.65,66,36,0,373585.8
Hematite,62.72,1450,278.53,50,23,0,298018.5
Waste,0,2111,0,30,38,1,-143548
Magnetite,59.59,2036,254.56,52,29,0,353368.16
Magnetite,63.79,1059,280.94,54,22,0,217031.46
Waste,0,2439,0,44,20,1,-156096
Magnetite,56.43,2932,262.08,36,35,0,560246.56
Waste,0,1588,0,40,39,1,-125452
Magnetite,57.63,1083,298.52,43,39,0,234491.16
Waste,0,2640,0,31,25,1,-147840
Hematite,64.99,2224,273.51,50,28,0,434814.24
Magnetite,52.28,1045,317.1,66,23,0,238364.5
Hematite,59.89,2239,307.22,51,23,0,522179.58
Hematite,53.73,1340,315.71,61,33,0,297091.4
Magnetite,55.16,2931,285.39,40,24,0,648894.09
Magnetite,61.91,2993,305.08,48,28,0,685636.44
Magnetite,64.7,1394,302.16,69,31,0,281811.04
Hematite,55.29,1280,259.56,52,23,0,236236.8
Magnetite,62.61,2353,266.72,37,29,0,472294.16
Magnetite,62.5,2890,339.13,69,31,0,691085.7
Hematite,55.63,2868,294.35,40,20,0,672115.8
Magnetite,54.81,2682,296.5,53,28,0,577971
Hematite,55.26,2963,283.1,69,25,0,560303.3
Magnetite,52.96,1531,343.09,57,29,0,393604.79
Hematite,50.06,2264,322.1,58,23,0,545850.4
Hematite,63.41,2545,258.15,64,21,0,440666.75
Magnetite,56.78,2995,343.52,48,32,0,789242.4
Magnetite,55.43,2462,285.4,42,36,0,510618.8
Magnetite,64.78,1550,311.53,60,39,0,329421.5
Hematite,59.37,1441,293.02,67,24,0,291110.82
Waste,0,1984,0,31,21,1,-103168
Hematite,57.71,2708,282.39,45,22,0,583276.12
Hematite,50.18,2898,333.01,49,34,0,724528.98
Waste,0,2400,0,69,30,1,-237600
Waste,0,1753,0,36,35,1,-124463
Hematite,55.97,2726,297.69,41,22,0,639764.94
Hematite,60.36,1499,254.4,31,38,0,277914.6
Waste,0,2300,0,42,36,1,-179400
Magnetite,55.56,2455,321.33,53,36,0,570370.15
Magnetite,58.13,2473,301.4,37,23,0,596982.2
Hematite,52.18,2817,317.74,50,34,0,658445.58
Waste,0,2730,0,67,28,1,-259350
Hematite,53.76,2470,318.98,49,39,0,570520.6
Waste,0,1131,0,38,38,1,-85956
Waste,0,2513,0,45,23,1,-170884
Magnetite,53.12,1613,331.13,50,27,0,409911.69
Hematite,64.31,2751,283.25,33,26,0,616911.75
Magnetite,56.54,2372,337.32,38,39,0,617479.04
Waste,0,1066,0,54,38,1,-98072
Hematite,57.47,2570,274.38,33,21,0,566376.6
Magnetite,53.93,2258,320.74,33,37,0,566170.92
Waste,0,2867,0,64,28,1,-263764
Magnetite,53.16,2359,257.39,44,30,0,432617.01
Hematite,64.3,2281,344.49,30,25,0,660326.69
Hematite,59.22,2568,295.34,61,29,0,527313.12
Waste,0,2670,0,47,39,1,-229620
Waste,0,2937,0,60,22,1,-240834
Hematite,63.38,1893,262.58,66,32,0,311549.94
Magnetite,63.7,2893,276.26,35,37,0,590924.18
Hematite,51.34,2184,294.87,62,34,0,434332.08
Hematite,60.81,1448,330.1,55,33,0,350560.8
Waste,0,2673,0,52,31,1,-221859
Magnetite,64.82,1634,251.93,43,39,0,277665.62
Magnetite,51.27,1816,263.02,31,21,0,383212.32
Waste,0,2219,0,46,27,1,-161987
Waste,0,2336,0,30,35,1,-151840
Magnetite,61.02,1508,316.26,39,39,0,359296.08
Waste,0,2051,0,42,37,1,-162029
Magnetite,56.08,1485,342.06,33,29,0,415889.1
Hematite,60.61,1945,340.38,46,33,0,508384.1
Magnetite,64.68,1238,283.19,47,30,0,255263.22
Hematite,52.32,2980,318.27,38,26,0,757724.6
Waste,0,1032,0,37,37,1,-76368
Magnetite,51.4,1036,264.44,47,31,0,193151.84
Hematite,50.81,1818,325.16,42,24,0,471152.88
Hematite,52.88,2276,337.67,62,20,0,581904.92
Magnetite,52.36,2745,299.43,62,26,0,580375.35
Hematite,56.19,1642,328.06,51,29,0,407314.52
Magnetite,54.69,2752,309.34,48,39,0,611879.68
Hematite,57.25,2486,254.28,53,26,0,435746.08
Magnetite,55.61,2811,347.26,35,32,0,787810.86
Hematite,53.9,1116,311.02,44,29,0,265630.32
Magnetite,59.62,2304,327.54,37,27,0,607196.16
Magnetite,53.08,2084,344.3,38,22,0,592481.2
Magnetite,57.13,2909,287.8,34,34,0,639398.2
Waste,0,1258,0,61,39,1,-125800
Waste,0,2648,0,62,29,1,-240968
Hematite,62.04,2320,272.16,42,28,0,469011.2
Magnetite,50.7,1143,283.04,68,31,0,210357.72
Magnetite,50.48,1173,345.67,65,21,0,304592.91
Hematite,56.58,1579,298.61,52,32,0,338869.19
Magnetite,56.63,1442,342.92,32,24,0,413738.64
Waste,0,2816,0,47,25,1,-202752
Magnetite,64.21,2265,284.41,39,35,0,476578.65
Magnetite,56.72,2291,274.57,32,30,0,486997.87
Magnetite,53.33,2655,314.91,61,21,0,618376.05
Magnetite,57.32,2732,250.34,52,39,0,435316.88
Magnetite,59.19,2824,285.93,32,26,0,643674.32
Magnetite,58.53,2918,279.26,37,36,0,601866.68
Hematite,61.54,2171,330.54,58,27,0,533067.34
Magnetite,62.92,2058,281.12,39,33,0,430368.96
Magnetite,61.33,2185,308.68,52,32,0,490925.8
Magnetite,58.1,2312,287.17,59,32,0,453545.04
Magnetite,56.33,1716,335.19,40,28,0,458498.04
Magnetite,64.09,2302,326.72,41,27,0,595573.44
Hematite,63.54,2166,325.48,43,32,0,542539.68
Magnetite,59.49,2275,252.64,30,38,0,420056
Magnetite,55.97,2759,253.03,38,25,0,524292.77
Hematite,64.17,1172,264.65,33,31,0,235161.8
Magnetite,51.8,1118,309.05,64,33,0,237071.9
Waste,0,1015,0,39,20,1,-59885
Magnetite,53.82,1449,278.44,63,30,0,268702.56
Hematite,59.28,1544,287.54,65,27,0,301913.76
Hematite,52.62,1758,275.8,62,25,0,331910.4
Magnetite,58.65,1756,256.11,48,20,0,330321.16
Waste,0,2656,0,39,37,1,-201856
Magnetite,62.89,1301,288.95,33,26,0,299164.95
Hematite,56.11,2967,337.69,66,31,0,714127.23
Hematite,57.23,1971,344.77,49,20,0,543542.67
Magnetite,54.65,2552,285.77,37,30,0,558301.04
Waste,0,2749,0,40,27,1,-184183
Magnetite,58.28,2854,254.56,33,28,0,552420.24
Magnetite,60.36,1639,278.41,41,27,0,344861.99
Magnetite,55.15,2226,314.14,31,23,0,579071.64
Magnetite,61.39,2265,308.76,58,25,0,511346.4
Hematite,63.51,1012,308.88,40,39,0,232638.56
Waste,0,1889,0,53,22,1,-141675
Hematite,64.49,1184,334.01,39,24,0,320875.84
Hematite,51.69,2518,269.19,53,20,0,494006.42
Hematite,57.24,1402,296.14,44,38,0,300224.28
Hematite,64.29,1082,317.65,39,29,0,270121.3
Magnetite,62.71,2491,260.39,62,37,0,402022.49
Waste,0,2359,0,65,27,1,-217028
Hematite,53.52,2104,283.47,49,25,0,440724.88
Waste,0,2132,0,33,21,1,-115128
Hematite,64.34,2216,265.87,67,31,0,371999.92
Hematite,53.47,2724,285.13,52,30,0,553326.12
Magnetite,55.88,1269,285.47,64,20,0,255665.43
Waste,0,2953,0,38,36,1,-218522
Waste,0,1045,0,34,25,1,-61655
Magnetite,55.77,1860,346.4,34,30,0,525264
Waste,0,2877,0,30,30,1,-172620
Hematite,60.95,2760,276.86,69,22,0,512973.6
Magnetite,53.24,1712,310.06,45,33,0,397286.72
Magnetite,61.42,1426,266.41,68,37,0,230170.66
Hematite,61.44,2135,343.49,63,30,0,534796.15
Magnetite,56.9,2027,276.24,62,21,0,391697.48
Hematite,60.95,2840,336.54,42,39,0,725733.6
Magnetite,57,1907,348.12,35,34,0,532281.84
Hematite,57.37,1535,251.68,36,34,0,278878.8
Magnetite,57.74,1257,256.64,61,34,0,203181.48
Magnetite,54.51,1803,253.99,64,36,0,277643.97
Magnetite,52.23,1606,332.28,35,26,0,435675.68
Magnetite,52.86,1734,336.7,51,21,0,458989.8
Magnetite,60.8,1766,279.31,45,32,0,357279.46
Waste,0,1248,0,69,24,1,-116064
Waste,0,1456,0,47,26,1,-106288
Magnetite,53.65,1767,255.03,40,26,0,334016.01
Hematite,62.06,2697,349.44,61,21,0,721285.68
Hematite,56.85,1794,347.22,68,22,0,461452.68
Magnetite,50.83,1686,253.07,65,21,0,281680.02
Hematite,51.16,2193,293.53,32,20,0,529675.29
Hematite,52.87,1609,302.49,59,37,0,332242.41
Magnetite,61.8,2789,317.16,40,25,0,703274.24
Hematite,64.42,1655,338.37,32,20,0,473942.35
Hematite,54.8,2400,303.82,69,30,0,491568
Hematite,58.02,1285,343.98,50,34,0,334074.3
Magnetite,62.32,2850,319.27,43,34,0,690469.5
Waste,0,1098,0,64,23,1,-95526
Hematite,56.64,2894,295.74,36,36,0,647503.56
Hematite,61.52,2868,334.65,55,34,0,704524.2
Waste,0,1652,0,58,33,1,-150332
Hematite,59.58,1791,289.23,34,35,0,394431.93
Magnetite,54.69,1361,310.46,67,25,0,297324.06
Magnetite,60.72,2964,298.66,59,32,0,615504.24
Hematite,51.12,1983,269.76,69,27,0,344566.08
Hematite,53.32,1264,316.08,59,34,0,281973.12
Magnetite,60.7,1991,338.58,30,36,0,542706.78
Magnetite,55.59,1791,335.48,47,30,0,462937.68
Magnetite,61.62,1420,318.38,34,24,0,369739.6
Magnetite,53.13,1612,299.55,59,28,0,342630.6
Hematite,50.29,2989,338.42,41,30,0,799318.38
Magnetite,61.18,2668,341.44,44,34,0,702857.92
Magnetite,52.07,1886,321.12,36,39,0,464182.32
Magnetite,56.07,1179,315.35,53,20,0,285730.65
Magnetite,60.09,1240,299.58,33,37,0,284679.2
Magnetite,61.62,2006,345.79,51,23,0,545210.74
Magnetite,53.7,2810,306.26,56,27,0,627360.6
Hematite,62.82,2511,296.92,64,36,0,494466.12
Magnetite,57.07,1257,264.2,52,21,0,240338.4
Magnetite,53.39,2974,261.74,49,25,0,558338.76
Waste,0,1852,0,46,32,1,-144456
Magnetite,53.9,1241,291.26,66,20,0,254727.66
Hematite,64.41,1080,296.42,68,34,0,209973.6
Magnetite,52.81,1730,304.12,51,36,0,375617.6
Hematite,54.41,2326,255.93,37,23,0,455733.18
Waste,0,2669,0,40,39,1,-210851
Hematite,57.57,2327,266.87,38,23,0,479059.49
Hematite,64.7,2160,281.21,33,23,0,486453.6
Magnetite,54,1078,302.82,51,25,0,244511.96
Hematite,53.45,2127,337.73,30,37,0,575842.71
Hematite,58.53,2809,335.63,47,33,0,718064.67
Magnetite,63.55,1631,282.33,53,39,0,310428.23
Magnetite,51.51,1494,328.48,67,39,0,332385.12
Magnetite,57.33,1309,308.86,50,39,0,287796.74
Hematite,63.76,1274,290.02,34,28,0,290497.48
Waste,0,1119,0,53,31,1,-93996
Hematite,52.38,1550,282.81,57,21,0,317455.5
Magnetite,51.35,2359,347.72,30,22,0,697603.48
Waste,0,2199,0,36,37,1,-160527
Waste,0,2800,0,56,28,1,-235200
Hematite,59.61,2666,348.99,33,24,0,778445.34
Hematite,56.27,2787,337.49,48,30,0,723198.63
Waste,0,2170,0,49,25,1,-160580
Hematite,54.63,1453,288.16,50,32,0,299550.48
Hematite,61.07,1559,323.63,35,37,0,392291.17
Hematite,59.36,1983,305.24,52,28,0,446650.92
Hematite,52.37,1821,317.95,68,31,0,398707.95
Magnetite,64.56,1676,329.81,55,32,0,406949.56
Hematite,62.48,2799,282.14,49,36,0,551794.86
Magnetite,60.9,2322,263.19,53,21,0,439299.18
Magnetite,57.78,1892,293.48,64,34,0,369848.16
Hematite,55.46,1532,341.33,58,21,0,401889.56
Hematite,62.08,1673,254.38,33,28,0,323524.74
Hematite,53.73,2667,336.07,30,28,0,741612.69
Hematite,55.24,2954,327.42,64,38,0,665890.68
Hematite,51.15,2717,301.07,38,32,0,627817.19
Magnetite,51.67,1116,328.32,58,37,0,260385.12
Magnetite,52.1,2700,317.26,36,25,0,691902
Magnetite,54.19,2045,285.95,69,31,0,380267.75
Hematite,62.37,2768,349.38,62,31,0,709659.84
Hematite,52.9,1068,284.91,58,29,0,211367.88
Hematite,53.79,1747,277.35,34,38,0,358746.45
Waste,0,1716,0,52,34,1,-147576
Magnetite,57.95,1455,288.76,44,35,0,305200.8
Waste,0,1353,0,34,27,1,-82533
Hematite,60.09,2452,311.71,41,32,0,585316.92
Hematite,51.64,2774,250.29,42,30,0,494576.46
Magnetite,56.32,2022,322.05,49,37,0,477293.1
Hematite,54.22,2374,332.5,64,32,0,561451
Magnetite,53.99,2278,319.67,32,37,0,571026.26
Magnetite,50.63,2739,329.23,37,24,0,734681.97
Magnetite,52.05,2700,333.34,32,24,0,748818
Magnetite,51.42,2970,324.89,44,36,0,727323.3
Magnetite,57.4,1551,283.08,45,37,0,311875.08
Magnetite,60.61,1467,308.74,49,27,0,341429.58
Hematite,55.82,2732,274.02,46,33,0,532794.64
Magnetite,51.5,2692,318.99,63,33,0,600289.08
Hematite,51.27,1007,338.58,66,38,0,236222.06
Hematite,58.01,1807,335.28,51,22,0,473939.96
Hematite,61.79,2431,348.15,33,24,0,707785.65
Magnetite,59.7,2722,305.54,32,37,0,643861.88
Hematite,62.44,2705,312.43,68,28,0,585443.15
Magnetite,59.97,2456,322.52,65,24,0,573525.12
Hematite,58.15,2756,275.21,42,35,0,546266.76
Magnetite,64.76,1757,348.27,31,20,0,522303.39
Hematite,62.87,1046,276.03,66,20,0,198771.38
Hematite,54.59,1275,290.85,61,20,0,267558.75
Hematite,51.11,1390,291.32,64,35,0,267324.8
Hematite,63.2,1389,297.91,41,35,0,308232.99
Waste,0,1376,0,59,34,1,-127968
Magnetite,60.5,2724,252.31,37,24,0,521128.44
Hematite,52.04,2329,341.37,51,33,0,599414.73
Magnetite,59.4,1666,326.57,56,20,0,417449.62
Magnetite,64.17,1060,265.72,65,31,0,179903.2
Hematite,60.96,2349,342.56,45,22,0,647290.44
Hematite,56.78,2999,309.65,46,25,0,715711.35
Magnetite,50.37,2484,276.87,37,24,0,536221.08
Magnetite,63.56,1113,250.06,65,21,0,182598.78
Waste,0,1627,0,50,31,1,-131787
Hematite,64.69,2765,275.8,37,28,0,582862
Hematite,55.51,2225,270.85,54,20,0,437991.25
Magnetite,52.84,1132,277.75,64,22,0,217061
Magnetite,50.81,1159,258.54,55,28,0,203450.86
Hematite,60.74,1111,251.71,43,33,0,195213.81
Waste,0,1318,0,32,37,1,-90942
Hematite,50.65,1798,262.62,49,37,0,317562.76
Hematite,59.84,1804,261.07,50,22,0,341082.28
Magnetite,53.26,1708,317.13,42,24,0,428930.04
Magnetite,52.33,1649,338.09,34,32,0,448676.41
Magnetite,52.28,1399,280.76,36,39,0,287858.24
Magnetite,59.85,1180,260.54,59,31,0,201237.2
Magnetite,56.4,2801,320.28,41,34,0,687029.28
Magnetite,50.84,2258,261.28,30,38,0,436426.24
Magnetite,60.13,1798,301.49,64,20,0,391047.02
Hematite,51.29,2869,297.11,46,32,0,628626.59
Hematite,56.17,2104,317.59,45,22,0,527241.36
Waste,0,2478,0,51,33,1,-208152
Waste,0,2086,0,65,38,1,-214858
Magnetite,64.98,2478,313.83,63,27,0,554650.74
Hematite,57.04,2588,253.71,63,22,0,436621.48
Hematite,51.35,1695,265.78,54,25,0,316592.1
Magnetite,57.74,1752,311.6,52,34,0,395251.2
Waste,0,2895,0,46,32,1,-225810
Hematite,61.76,2467,340.27,50,34,0,632218.09
Hematite,60.1,1845,285.55,58,25,0,373704.75
Magnetite,56.24,1682,298.16,46,39,0,358535.12
Magnetite,64.71,2086,313.36,33,39,0,503476.96
Hematite,57.05,2688,328.21,43,20,0,712884.48
Magnetite,58.87,1418,311.97,39,37,0,334605.46
Waste,0,2462,0,35,23,1,-142796
Magnetite,54.27,1596,258.76,32,21,0,328392.96
Hematite,61.98,1595,326.07,47,26,0,403646.65
Hematite,62.56,1028,335.73,37,27,0,279338.44
Magnetite,61.18,2398,281.67,48,31,0,486002.66
Hematite,56.21,2063,276.7,45,26,0,424359.1
Hematite,62.91,1589,273.03,55,30,0,298779.67
Waste,0,2565,0,37,28,1,-166725
Hematite,55.98,1391,347.14,45,32,0,375764.74
Waste,0,1225,0,56,24,1,-98000
Waste,0,1408,0,49,34,1,-116864
Waste,0,1325,0,43,34,1,-102025
Waste,0,1563,0,66,26,1,-143796
Hematite,55.95,1917,259.85,61,34,0,316017.45
Magnetite,55.93,1576,295.76,44,38,0,336885.76
Hematite,59.98,2935,309.02,39,30,0,704458.7
Magnetite,58.28,2126,304.16,60,22,0,472312.16
Hematite,59.58,2424,270.37,37,38,0,473576.88
Hematite,53.42,2498,334.45,66,22,0,615632.1
Hematite,63.56,2892,267.9,59,28,0,523162.8
Hematite,52.99,2268,327.12,47,39,0,546860.16
Magnetite,60.83,1107,264.23,67,24,0,191765.61
Waste,0,1699,0,58,38,1,-163104
Magnetite,50.7,1646,254.03,30,22,0,332541.38
Magnetite,57.41,1078,311.7,60,23,0,246538.6
Hematite,55.62,2910,320.85,44,32,0,712513.5
Hematite,61.4,1904,288.24,49,32,0,394584.96
Waste,0,1517,0,62,32,1,-142598
Waste,0,2847,0,37,30,1,-190749
Hematite,61.53,2123,268.92,65,25,0,379847.16
Waste,0,2795,0,32,26,1,-162110
Hematite,57.77,1610,288.82,50,31,0,334590.2
Hematite,63.65,1916,326.14,62,35,0,439032.24
Hematite,61.88,1317,319.04,55,32,0,305596.68
Magnetite,50.69,2704,339.81,49,32,0,699822.24
Waste,0,1758,0,37,32,1,-121302
Hematite,63.22,2159,317.9,66,21,0,498513.1
Waste,0,1582,0,33,20,1,-83846
Hematite,54.38,1336,267.95,60,39,0,225717.2
Hematite,62.55,2045,267,36,28,0,415135
Waste,0,1425,0,54,23,1,-109725
Magnetite,58.13,2071,278.8,49,34,0,405501.8
Magnetite,62.22,1355,266.81,56,31,0,243642.55
Hematite,53.61,2946,295.8,64,26,0,606286.8
Waste,0,2174,0,62,37,1,-215226
Hematite,62.86,1556,276.25,37,22,0,338041
Hematite,54.75,2193,261.48,69,21,0,376055.64
Magnetite,50.67,1686,290.54,67,23,0,338110.44
Hematite,60.53,2986,348.1,38,34,0,824434.6
Hematite,51.04,2992,307.31,34,27,0,736959.52
Magnetite,64.83,2288,302.44,55,25,0,508942.72
Magnetite,60.71,2670,348.49,54,25,0,719538.3
Waste,0,1044,0,68,20,1,-91872
Magnetite,62.4,1011,271.25,65,37,0,171111.75
Waste,0,1030,0,44,28,1,-74160
Magnetite,57.1,1866,295.62,46,37,0,396748.92
Magnetite,54.41,1859,251.42,49,35,0,311233.78
Waste,0,1789,0,64,22,1,-153854
Magnetite,59.75,1172,305.85,33,26,0,289308.2
Magnetite,51.52,2219,302.5,61,33,0,462661.5
Magnetite,61.98,2532,315.03,50,20,0,620415.96
Hematite,58.74,1548,270.81,41,37,0,298469.88
Magnetite,60.92,1430,284.85,42,26,0,310095.5
Waste,0,1365,0,42,20,1,-84630
Magnetite,55.51,1351,345.17,33,22,0,392019.67
Waste,0,2686,0,61,39,1,-268600
Magnetite,53.11,1835,263.01,60,21,0,333988.35
Hematite,50.14,1936,310.06,49,36,0,435716.16
Magnetite,52.09,2918,295.27,54,27,0,625239.86
Hematite,62.49,2048,343.8,44,28,0,556646.4
Magnetite,63.45,2032,345.11,36,28,0,571215.52
Waste,0,2287,0,47,35,1,-187534
Waste,0,2663,0,68,24,1,-244996
Magnetite,53.64,2253,338.39,62,24,0,568634.67
Magnetite,62.23,2468,336.88,61,39,0,584619.84
Magnetite,64.98,2308,269.4,30,38,0,464831.2
Magnetite,53.23,1595,278.39,68,24,0,297292.05
Magnetite,58.57,2973,286.29,60,32,0,577624.17
Magnetite,54.19,2454,281.48,33,23,0,553327.92
Hematite,54.8,1725,281.56,33,36,0,366666
Hematite,59.84,1403,310.99,33,39,0,335302.97
Hematite,64.97,1450,285.82,42,22,0,321639
Waste,0,2588,0,38,28,1,-170808
Magnetite,57.6,2705,303.92,53,38,0,575948.6
Waste,0,1929,0,38,22,1,-115740
Hematite,50.17,1114,304.96,31,26,0,276227.44
Hematite,61.19,2515,306.83,62,34,0,530237.45
Magnetite,63.68,1062,317.74,59,27,0,246107.88
Magnetite,56.51,2632,281.33,55,20,0,543060.56
Hematite,53.08,1098,305.48,53,27,0,247577.04
Magnetite,63.29,1155,349.13,32,27,0,335100.15
Waste,0,1416,0,58,33,1,-128856
Hematite,53.55,1498,327.42,61,37,0,343671.16
Magnetite,60.47,2378,260.46,66,29,0,393463.88
Waste,0,1070,0,40,32,1,-77040
Waste,0,1144,0,51,39,1,-102960
Waste,0,1306,0,66,21,1,-113622
Waste,0,2928,0,53,23,1,-222528
Hematite,59.85,2489,294.45,67,35,0,479008.05
Magnetite,64.89,1090,292.08,52,36,0,222447.2
Magnetite,61.35,1050,271.04,48,32,0,200592
Hematite,63.24,2412,303.39,33,22,0,599116.68
Magnetite,61.66,2197,288.33,58,35,0,429140.01
Magnetite,50.94,2690,278.41,59,30,0,509512.9
Waste,0,2094,0,59,23,1,-171708
Hematite,52.09,1439,253.1,54,37,0,233261.9
Hematite,62.7,1579,309.08,56,22,0,364875.32
Magnetite,57.64,1663,349.43,58,22,0,448062.09
Hematite,58.04,2937,349.72,58,31,0,765734.64
Waste,0,1484,0,66,30,1,-142464
Magnetite,63.54,2338,330.64,67,20,0,569630.32
Hematite,55.16,2171,299.45,54,28,0,472083.95
Hematite,53.53,1353,287.55,42,26,0,297051.15
Magnetite,58.14,2083,322.16,67,33,0,462759.28
Waste,0,2594,0,36,23,1,-153046
Magnetite,52.81,2587,311.98,50,30,0,600132.26
Waste,0,1223,0,42,24,1,-80718
Waste,0,1015,0,51,21,1,-73080
Hematite,56.54,1915,331.78,52,32,0,474498.7
Waste,0,1034,0,45,20,1,-67210
Magnetite,62.26,1580,347.97,66,36,0,388632.6
Magnetite,64.89,2170,278.45,65,33,0,391576.5
Waste,0,1415,0,52,28,1,-113200
Hematite,64.23,1234,331.42,49,39,0,300380.28
Magnetite,52.36,2399,254.65,65,34,0,373404.35
Hematite,60.4,2183,308.76,68,21,0,479736.08
Waste,0,2650,0,58,30,1,-233200
Hematite,63.16,1449,298.74,49,34,0,312607.26
Hematite,62.71,1179,327.07,31,35,0,307801.53
Magnetite,54.52,1631,310.61,55,20,0,384279.91
Hematite,57.76,1237,309.18,65,30,0,264940.66
Magnetite,62.29,1332,325.23,61,20,0,325314.36
Hematite,58.18,1035,269.17,69,36,0,169915.95
Magnetite,59.54,1398,339.55,59,33,0,346074.9
Waste,0,1350,0,58,39,1,-130950
Hematite,52.62,2476,281.1,50,25,0,510303.6
Hematite,64.17,2295,327.97,64,23,0,553026.15
Magnetite,56.97,2389,269.33,48,20,0,480977.37
Magnetite,64.79,2756,264.45,46,26,0,530392.2
Waste,0,2694,0,59,28,1,-234378
Waste,0,2763,0,54,31,1,-234855
Magnetite,56.82,2011,286.45,35,21,0,463434.95
Magnetite,61,1463,257.54,48,33,0,258278.02
Hematite,54.35,1259,287.33,53,30,0,257251.47
Magnetite,58.27,2343,254.08,47,33,0,407869.44
Waste,0,1282,0,35,24,1,-75638
Magnetite,52.25,1978,331.01,62,34,0,464849.78
Hematite,58.45,1903,272.38,60,31,0,345166.14
Magnetite,50.71,2092,346.85,39,35,0,570802.2
Hematite,61.29,1136,311.89,45,36,0,262291.04
Magnetite,59.21,2035,252.68,39,29,0,375823.8
Waste,0,1867,0,33,33,1,-123222
Hematite,54.53,2675,300.37,45,27,0,610889.75
Hematite,59.86,2243,276.19,45,38,0,433325.17
Magnetite,61.74,2937,333.72,66,38,0,674687.64
Waste,0,1388,0,58,38,1,-133248
Waste,0,2634,0,33,24,1,-150138
Hematite,62.15,2365,284.88,34,21,0,543666.2
Waste,0,1205,0,58,22,1,-96400
Magnetite,60.29,2140,316.19,40,34,0,518286.6
Waste,0,1354,0,68,26,1,-127276
Magnetite,55.25,1898,268.56,60,39,0,321824.88
Hematite,59.72,1930,276.3,51,20,0,396229
Magnetite,58.27,1772,273.47,62,24,0,332196.84
Magnetite,59.88,1993,341.09,68,37,0,470527.37
Magnetite,56.58,1984,305.51,30,28,0,491059.84
Magnetite,60.1,1032,269.49,48,24,0,203809.68
Waste,0,2214,0,45,28,1,-161622
Hematite,64.19,2486,250.51,30,26,0,483551.86
Magnetite,63.5,2145,255.3,61,22,0,369583.5
Magnetite,61.32,1746,340.67,33,27,0,490049.82
Hematite,51.84,2355,274.08,48,32,0,457058.4
Hematite,64.03,1822,332.31,35,33,0,481572.82
Magnetite,55.02,1665,320.97,58,32,0,384565.05
Hematite,59.64,2508,313.43,30,33,0,628078.44
Hematite,54.33,2073,347.54,43,33,0,562902.42
